  XORS2X12
    area: 7.49
    A    <-  (0.005574)
    B    <-  (0.005749)
    Z    ->  (0.21) (!A*B+A*!B)	--- XOR2
      cell_fall
            input_net_transition total_output_net_capacitance time
            0.56 0.24 0.631202
            0.56 0.47 0.795135
      cell_rise
            input_net_transition total_output_net_capacitance time
            0.005 0.0014 0.126291
            0.005 0.03 0.165616
            0.005 0.059 0.195239
            0.005 0.12 0.253682
            0.005 0.24 0.367048
            0.005 0.47 0.583825
            0.035 0.0014 0.148203
            0.035 0.03 0.187517
            0.035 0.059 0.217151
            0.035 0.12 0.275583
            0.035 0.24 0.38896
            0.035 0.47 0.60577
            0.07 0.0014 0.17039
            0.07 0.03 0.209715
            0.07 0.059 0.239349
            0.07 0.12 0.297803
            0.07 0.24 0.411158
            0.07 0.47 0.627902
            0.14 0.0014 0.207988
            0.14 0.03 0.247335
            0.14 0.059 0.276969
            0.14 0.12 0.335423
            0.14 0.24 0.4488
            0.14 0.47 0.665357
            0.28 0.0014 0.270798
            0.28 0.03 0.314303
            0.28 0.059 0.345312
            0.28 0.12 0.404492
            0.28 0.24 0.517957
            0.28 0.47 0.734569
            0.56 0.0014 0.399465
            0.56 0.03 0.450098
            0.56 0.059 0.482702
            0.56 0.12 0.542773
            0.56 0.24 0.656425
            0.56 0.47 0.873081
      fall_transition
            input_net_transition total_output_net_capacitance time
            0.005 0.0014 0.027857
            0.005 0.03 0.059626
            0.005 0.059 0.090231
            0.005 0.12 0.1566
            0.005 0.24 0.29237
            0.005 0.47 0.55801
            0.035 0.0014 0.027947
            0.035 0.03 0.059687
            0.035 0.059 0.090235
            0.035 0.12 0.15661
            0.035 0.24 0.2924
            0.035 0.47 0.55802
            0.07 0.0014 0.028345
            0.07 0.03 0.059888
            0.07 0.059 0.090359
            0.07 0.12 0.15668
            0.07 0.24 0.29241
            0.07 0.47 0.55803
            0.14 0.0014 0.02968
            0.14 0.03 0.060897
            0.14 0.059 0.091185
            0.14 0.12 0.15708
            0.14 0.24 0.29262
            0.14 0.47 0.55804
            0.28 0.0014 0.032766
            0.28 0.03 0.063365
            0.28 0.059 0.093222
            0.28 0.12 0.15841
            0.28 0.24 0.29329
            0.28 0.47 0.55819
            0.56 0.0014 0.039311
            0.56 0.03 0.068748
            0.56 0.059 0.097678
            0.56 0.12 0.1615
            0.56 0.24 0.29478
            0.56 0.47 0.55901
      rise_transition
            input_net_transition total_output_net_capacitance time
            0.005 0.0014 0.023683
            0.005 0.03 0.064278
            0.005 0.059 0.10672
            0.005 0.12 0.19972
            0.005 0.24 0.38655
            0.005 0.47 0.74599
            0.035 0.0014 0.023843
            0.035 0.03 0.064379
            0.035 0.059 0.10674
            0.035 0.12 0.19973
            0.035 0.24 0.38656
            0.035 0.47 0.74602
            0.07 0.0014 0.024375
            0.07 0.03 0.06464
            0.07 0.059 0.10687
            0.07 0.12 0.19974
            0.07 0.24 0.38657
            0.07 0.47 0.74603
            0.14 0.0014 0.025942
            0.14 0.03 0.06559
            0.14 0.059 0.1075
            0.14 0.12 0.20002
            0.14 0.24 0.38662
            0.14 0.47 0.74604
            0.28 0.0014 0.02954
            0.28 0.03 0.068052
            0.28 0.059 0.10917
            0.28 0.12 0.2008
            0.28 0.24 0.38663
            0.28 0.47 0.74605
            0.56 0.0014 0.037031
            0.56 0.03 0.073527
            0.56 0.059 0.113
            0.56 0.12 0.20263
            0.56 0.24 0.38752
            0.56 0.47 0.74642
  XOR2X35
    area: 13.7
    A    <-  (0.00447)
    B    <-  (0.007578)
    Z    ->  (0.61) (!A*B+A*!B)	--- XOR2
      cell_fall
            input_net_transition total_output_net_capacitance time
            0.005 0.0014 0.127644
            0.005 0.019 0.149358
            0.005 0.038 0.165011
            0.005 0.077 0.190817
            0.005 0.15 0.232397
            0.005 0.31 0.317394
            0.005 0.61 0.47432
            0.035 0.0014 0.149996
            0.035 0.019 0.17171
            0.035 0.038 0.187352
            0.035 0.077 0.213158
            0.035 0.15 0.254749
            0.035 0.31 0.339713
            0.035 0.61 0.496628
            0.07 0.0014 0.171831
            0.07 0.019 0.193534
            0.07 0.038 0.209187
            0.07 0.077 0.235004
            0.07 0.15 0.276595
            0.07 0.31 0.361592
            0.07 0.61 0.51854
            0.14 0.0014 0.210639
            0.14 0.019 0.233541
            0.14 0.038 0.249821
            0.14 0.077 0.276419
            0.14 0.15 0.318747
            0.14 0.31 0.404173
            0.14 0.61 0.561066
            0.28 0.0014 0.286374
            0.28 0.019 0.310651
            0.28 0.038 0.327591
            0.28 0.077 0.354937
            0.28 0.15 0.397892
            0.28 0.31 0.483703
            0.28 0.61 0.640563
            0.56 0.0014 0.413094
            0.56 0.019 0.440275
            0.56 0.038 0.458689
            0.56 0.077 0.487586
            0.56 0.15 0.531828
            0.56 0.31 0.618442
            0.56 0.61 0.775544
      cell_rise
            input_net_transition total_output_net_capacitance time
            0.005 0.0014 0.118602
            0.005 0.019 0.139865
            0.005 0.038 0.156475
            0.005 0.077 0.18612
            0.005 0.15 0.238161
            0.005 0.31 0.350493
            0.005 0.61 0.560659
            0.035 0.0014 0.140591
            0.035 0.019 0.161854
            0.035 0.038 0.178464
            0.035 0.077 0.208109
            0.035 0.15 0.260139
            0.035 0.31 0.372449
            0.035 0.61 0.582516
            0.07 0.0014 0.162657
            0.07 0.019 0.18392
            0.07 0.038 0.20053
            0.07 0.077 0.230186
            0.07 0.15 0.282216
            0.07 0.31 0.394559
            0.07 0.61 0.604538
            0.14 0.0014 0.199936
            0.14 0.019 0.221199
            0.14 0.038 0.237809
            0.14 0.077 0.267465
            0.14 0.15 0.319517
            0.14 0.31 0.431882
            0.14 0.61 0.641993
            0.28 0.0014 0.264583
            0.28 0.019 0.289586
            0.28 0.038 0.307791
            0.28 0.077 0.338877
            0.28 0.15 0.391644
            0.28 0.31 0.504152
            0.28 0.61 0.714153
            0.56 0.0014 0.393591
            0.56 0.019 0.422455
            0.56 0.038 0.442464
            0.56 0.077 0.475222
            0.56 0.15 0.528847
            0.56 0.31 0.64152
            0.56 0.61 0.851521
      fall_transition
            input_net_transition total_output_net_capacitance time
            0.005 0.0014 0.027196
            0.005 0.019 0.042497
            0.005 0.038 0.057397
            0.005 0.077 0.087685
            0.005 0.15 0.14587
            0.005 0.31 0.27851
            0.005 0.61 0.53255
            0.035 0.0014 0.027253
            0.035 0.019 0.042568
            0.035 0.038 0.057477
            0.035 0.077 0.087722
            0.035 0.15 0.14588
            0.035 0.31 0.27852
            0.035 0.61 0.53259
            0.07 0.0014 0.027645
            0.07 0.019 0.042875
            0.07 0.038 0.057711
            0.07 0.077 0.087895
            0.07 0.15 0.14598
            0.07 0.31 0.27857
            0.07 0.61 0.5326
            0.14 0.0014 0.028998
            0.14 0.019 0.044016
            0.14 0.038 0.058724
            0.14 0.077 0.088692
            0.14 0.15 0.14647
            0.14 0.31 0.27875
            0.14 0.61 0.53261
            0.28 0.0014 0.031998
            0.28 0.019 0.046778
            0.28 0.038 0.061276
            0.28 0.077 0.090788
            0.28 0.15 0.14793
            0.28 0.31 0.27947
            0.28 0.61 0.53291
            0.56 0.0014 0.038416
            0.56 0.019 0.052735
            0.56 0.038 0.066778
            0.56 0.077 0.095401
            0.56 0.15 0.15119
            0.56 0.31 0.28111
            0.56 0.61 0.53366
      rise_transition
            input_net_transition total_output_net_capacitance time
            0.005 0.0014 0.022655
            0.005 0.019 0.041555
            0.005 0.038 0.061495
            0.005 0.077 0.10388
            0.005 0.15 0.18661
            0.005 0.31 0.37144
            0.005 0.61 0.71968
            0.035 0.0014 0.022791
            0.035 0.019 0.041653
            0.035 0.038 0.061565
            0.035 0.077 0.10392
            0.035 0.15 0.18662
            0.035 0.31 0.37158
            0.035 0.61 0.71969
            0.07 0.0014 0.02334
            0.07 0.019 0.042069
            0.07 0.038 0.061827
            0.07 0.077 0.10405
            0.07 0.15 0.18663
            0.07 0.31 0.37161
            0.07 0.61 0.71971
            0.14 0.0014 0.024942
            0.14 0.019 0.043374
            0.14 0.038 0.062881
            0.14 0.077 0.10474
            0.14 0.15 0.18683
            0.14 0.31 0.37167
            0.14 0.61 0.71984
            0.28 0.0014 0.028538
            0.28 0.019 0.046415
            0.28 0.038 0.06539
            0.28 0.077 0.10644
            0.28 0.15 0.18782
            0.28 0.31 0.37194
            0.28 0.61 0.71985
            0.56 0.0014 0.035999
            0.56 0.019 0.053091
            0.56 0.038 0.071171
            0.56 0.077 0.11044
            0.56 0.15 0.18983
            0.56 0.31 0.37255
            0.56 0.61 0.72032
  XOR2X4
    area: 5.62
    A    <-  (0.001034)
    B    <-  (0.001718)
    Z    ->  (0.07) (!A*B+A*!B)	--- XOR2
      cell_fall
            input_net_transition total_output_net_capacitance time
            0.005 0.0014 0.172348
            0.005 0.009 0.221353
            0.005 0.018 0.265672
            0.005 0.035 0.342925
            0.005 0.07 0.498586
            0.035 0.0014 0.195316
            0.035 0.009 0.244321
            0.035 0.018 0.288629
            0.035 0.035 0.365893
            0.035 0.07 0.521378
            0.07 0.0014 0.21901
            0.07 0.009 0.268026
            0.07 0.018 0.312345
            0.07 0.035 0.38962
            0.07 0.07 0.545182
            0.14 0.0014 0.259765
            0.14 0.009 0.308792
            0.14 0.018 0.353133
            0.14 0.035 0.430419
            0.14 0.07 0.586003
            0.28 0.0014 0.328834
            0.28 0.009 0.382052
            0.28 0.018 0.428219
            0.28 0.035 0.506704
            0.28 0.07 0.662552
            0.56 0.0014 0.459712
            0.56 0.009 0.516714
            0.56 0.018 0.564333
            0.56 0.035 0.643731
            0.56 0.07 0.799942
      cell_rise
            input_net_transition total_output_net_capacitance time
            0.005 0.0014 0.166375
            0.005 0.009 0.21725
            0.005 0.018 0.267498
            0.005 0.035 0.359568
            0.005 0.07 0.548108
            0.035 0.0014 0.188309
            0.035 0.009 0.239184
            0.035 0.018 0.289432
            0.035 0.035 0.381513
            0.035 0.07 0.570053
            0.07 0.0014 0.211376
            0.07 0.009 0.262262
            0.07 0.018 0.312521
            0.07 0.035 0.404591
            0.07 0.07 0.593087
            0.14 0.0014 0.250888
            0.14 0.009 0.301796
            0.14 0.018 0.352077
            0.14 0.035 0.444092
            0.14 0.07 0.632456
            0.28 0.0014 0.316822
            0.28 0.009 0.370513
            0.28 0.018 0.422114
            0.28 0.035 0.514569
            0.28 0.07 0.702944
            0.56 0.0014 0.454476
            0.56 0.009 0.513953
            0.56 0.018 0.566786
            0.56 0.035 0.659758
            0.56 0.07 0.848254
      fall_transition
            input_net_transition total_output_net_capacitance time
            0.005 0.0014 0.04241
            0.005 0.009 0.09312
            0.005 0.018 0.15387
            0.005 0.035 0.27264
            0.005 0.07 0.52342
            0.035 0.0014 0.04242
            0.035 0.009 0.09313
            0.035 0.018 0.15388
            0.035 0.035 0.27265
            0.035 0.07 0.52373
            0.07 0.0014 0.042695
            0.07 0.009 0.093231
            0.07 0.018 0.15389
            0.07 0.035 0.27266
            0.07 0.07 0.52375
            0.14 0.0014 0.043874
            0.14 0.009 0.094008
            0.14 0.018 0.15434
            0.14 0.035 0.27301
            0.14 0.07 0.52376
            0.28 0.0014 0.046924
            0.28 0.009 0.096177
            0.28 0.018 0.15595
            0.28 0.035 0.27385
            0.28 0.07 0.52407
            0.56 0.0014 0.05335
            0.56 0.009 0.10101
            0.56 0.018 0.15945
            0.56 0.035 0.27585
            0.56 0.07 0.52487
      rise_transition
            input_net_transition total_output_net_capacitance time
            0.005 0.0014 0.039303
            0.005 0.009 0.10121
            0.005 0.018 0.17865
            0.005 0.035 0.32853
            0.005 0.07 0.64005
            0.035 0.0014 0.039396
            0.035 0.009 0.10127
            0.035 0.018 0.17866
            0.035 0.035 0.32854
            0.035 0.07 0.64006
            0.07 0.0014 0.039758
            0.07 0.009 0.10145
            0.07 0.018 0.17867
            0.07 0.035 0.32855
            0.07 0.07 0.64016
            0.14 0.0014 0.041096
            0.14 0.009 0.10224
            0.14 0.018 0.17908
            0.14 0.035 0.32856
            0.14 0.07 0.64017
            0.28 0.0014 0.044328
            0.28 0.009 0.10418
            0.28 0.018 0.18006
            0.28 0.035 0.32907
            0.28 0.07 0.64029
            0.56 0.0014 0.051229
            0.56 0.009 0.1086
            0.56 0.018 0.18253
            0.56 0.035 0.33019
            0.56 0.07 0.64032
  XOR2X9
    area: 6.24
    A    <-  (0.001516)
    B    <-  (0.002634)
    Z    ->  (0.16) (!A*B+A*!B)	--- XOR2
      cell_fall
            input_net_transition total_output_net_capacitance time
            0.005 0.0014 0.1463
            0.005 0.0098 0.178552
            0.005 0.02 0.206899
            0.005 0.039 0.253319
            0.005 0.079 0.345851
            0.005 0.16 0.531256
            0.035 0.0014 0.169048
            0.035 0.0098 0.201311
            0.035 0.02 0.229669
            0.035 0.039 0.276089
            0.035 0.079 0.368632
            0.035 0.16 0.554235
            0.07 0.0014 0.191994
            0.07 0.0098 0.224257
            0.07 0.02 0.252615
            0.07 0.039 0.299035
            0.07 0.079 0.3916
            0.07 0.16 0.576939
            0.14 0.0014 0.231275
            0.14 0.0098 0.263538
            0.14 0.02 0.291907
            0.14 0.039 0.338338
            0.14 0.079 0.431387
            0.14 0.16 0.616847
            0.28 0.0014 0.303842
            0.28 0.0098 0.339713
            0.28 0.02 0.369919
            0.28 0.039 0.417901
            0.28 0.079 0.511335
            0.28 0.16 0.696784
            0.56 0.0014 0.431948
            0.56 0.0098 0.471295
            0.56 0.02 0.503085
            0.56 0.039 0.55231
            0.56 0.079 0.646426
            0.56 0.16 0.832029
      cell_rise
            input_net_transition total_output_net_capacitance time
            0.005 0.0014 0.141097
            0.005 0.0098 0.17446
            0.005 0.02 0.206701
            0.005 0.039 0.263362
            0.005 0.079 0.381183
            0.005 0.16 0.619025
            0.035 0.0014 0.16313
            0.035 0.0098 0.196482
            0.035 0.02 0.228745
            0.035 0.039 0.285406
            0.035 0.079 0.403029
            0.035 0.16 0.640827
            0.07 0.0014 0.185889
            0.07 0.0098 0.219252
            0.07 0.02 0.251493
            0.07 0.039 0.308143
            0.07 0.079 0.426008
            0.07 0.16 0.663872
            0.14 0.0014 0.224631
            0.14 0.0098 0.258005
            0.14 0.02 0.29029
            0.14 0.039 0.346918
            0.14 0.079 0.464618
            0.14 0.16 0.702317
            0.28 0.0014 0.289256
            0.28 0.0098 0.323543
            0.28 0.02 0.357302
            0.28 0.039 0.414777
            0.28 0.079 0.532664
            0.28 0.16 0.770407
            0.56 0.0014 0.419727
            0.56 0.0098 0.461263
            0.56 0.02 0.496639
            0.56 0.039 0.554917
            0.56 0.079 0.673068
            0.56 0.16 0.910734
      fall_transition
            input_net_transition total_output_net_capacitance time
            0.005 0.0014 0.033486
            0.005 0.0098 0.06301
            0.005 0.02 0.098043
            0.005 0.039 0.16514
            0.005 0.079 0.31169
            0.005 0.16 0.61369
            0.035 0.0014 0.033551
            0.035 0.0098 0.063033
            0.035 0.02 0.098069
            0.035 0.039 0.16517
            0.035 0.079 0.3117
            0.035 0.16 0.6137
            0.07 0.0014 0.033937
            0.07 0.0098 0.063226
            0.07 0.02 0.098193
            0.07 0.039 0.16526
            0.07 0.079 0.31171
            0.07 0.16 0.61371
            0.14 0.0014 0.035241
            0.14 0.0098 0.06421
            0.14 0.02 0.098827
            0.14 0.039 0.16554
            0.14 0.079 0.31184
            0.14 0.16 0.61372
            0.28 0.0014 0.038271
            0.28 0.0098 0.066753
            0.28 0.02 0.10093
            0.28 0.039 0.16699
            0.28 0.079 0.31247
            0.28 0.16 0.61394
            0.56 0.0014 0.044826
            0.56 0.0098 0.07216
            0.56 0.02 0.10524
            0.56 0.039 0.16993
            0.56 0.079 0.3138
            0.56 0.16 0.61453
      rise_transition
            input_net_transition total_output_net_capacitance time
            0.005 0.0014 0.030037
            0.005 0.0098 0.067263
            0.005 0.02 0.11414
            0.005 0.039 0.20482
            0.005 0.079 0.39887
            0.005 0.16 0.79359
            0.035 0.0014 0.030188
            0.035 0.0098 0.067339
            0.035 0.02 0.11429
            0.035 0.039 0.20483
            0.035 0.079 0.39888
            0.035 0.16 0.79381
            0.07 0.0014 0.030651
            0.07 0.0098 0.067592
            0.07 0.02 0.11441
            0.07 0.039 0.20486
            0.07 0.079 0.39889
            0.07 0.16 0.79382
            0.14 0.0014 0.032087
            0.14 0.0098 0.068545
            0.14 0.02 0.11499
            0.14 0.039 0.205
            0.14 0.079 0.3989
            0.14 0.16 0.79385
            0.28 0.0014 0.035493
            0.28 0.0098 0.070988
            0.28 0.02 0.11645
            0.28 0.039 0.20563
            0.28 0.079 0.39923
            0.28 0.16 0.79386
            0.56 0.0014 0.042712
            0.56 0.0098 0.07646
            0.56 0.02 0.1201
            0.56 0.039 0.20758
            0.56 0.079 0.39977
            0.56 0.16 0.79422
